order_id,customer_id,order_date,categoria,valor_pedido,estado,regiao,idade_cliente,segmento_cliente,dia_semana,mes,trimestre,ano,dia_mes,fim_semana
O003710,C00804,2022-08-16,Livros,54.55,AM,Norte,22,Prata,1,8,3,2022,16,0
O005076,C00063,2022-08-16,Brinquedos,176.48,RJ,Sudeste,31,Prata,1,8,3,2022,16,0
O005604,C00948,2022-08-16,Casa e Jardim,264.7,GO,Centro-Oeste,18,Prata,1,8,3,2022,16,0
O004266,C00057,2022-08-16,Brinquedos,234.0,AM,Norte,64,Ouro,1,8,3,2022,16,0
O007808,C00299,2022-08-16,Beleza,342.92,RJ,Sudeste,54,Platina,1,8,3,2022,16,0
O005493,C00532,2022-08-17,Casa e Jardim,693.04,SC,Sul,54,Platina,2,8,3,2022,17,0
O005326,C00707,2022-08-17,Casa e Jardim,98.66,MG,Sudeste,48,Platina,2,8,3,2022,17,0
O003552,C00853,2022-08-17,Roupas,165.5,SC,Sul,49,Bronze,2,8,3,2022,17,0
O006077,C00443,2022-08-17,Beleza,127.97,DF,Centro-Oeste,51,Prata,2,8,3,2022,17,0
O008490,C00240,2022-08-17,Livros,34.32,DF,Centro-Oeste,49,Bronze,2,8,3,2022,17,0
O004836,C00346,2022-08-17,Beleza,76.79,BA,Nordeste,65,Prata,2,8,3,2022,17,0
O005517,C00767,2022-08-17,Roupas,140.8,GO,Centro-Oeste,29,Prata,2,8,3,2022,17,0
O009212,C00966,2022-08-18,Alimentos,82.34,AM,Norte,60,Bronze,3,8,3,2022,18,0
O008696,C00145,2022-08-18,Brinquedos,76.24,AM,Norte,22,Ouro,3,8,3,2022,18,0
O002409,C00565,2022-08-18,Roupas,67.33,RS,Sul,29,Platina,3,8,3,2022,18,0
O002605,C00239,2022-08-18,Eletrônicos,718.27,GO,Centro-Oeste,43,Ouro,3,8,3,2022,18,0
O007906,C00003,2022-08-18,Alimentos,104.67,MG,Sudeste,32,Bronze,3,8,3,2022,18,0
O008739,C00761,2022-08-18,Eletrônicos,850.88,CE,Nordeste,29,Prata,3,8,3,2022,18,0
O002117,C00655,2022-08-18,Livros,40.88,CE,Nordeste,69,Bronze,3,8,3,2022,18,0
O000153,C00156,2022-08-18,Eletrônicos,467.3,GO,Centro-Oeste,68,Bronze,3,8,3,2022,18,0
O006896,C00668,2022-08-19,Casa e Jardim,254.12,BA,Nordeste,40,Ouro,4,8,3,2022,19,0
O003650,C00331,2022-08-19,Brinquedos,70.37,DF,Centro-Oeste,33,Bronze,4,8,3,2022,19,0
O007607,C00846,2022-08-19,Brinquedos,48.22,AM,Norte,68,Bronze,4,8,3,2022,19,0
O000770,C00748,2022-08-19,Alimentos,118.15,BA,Nordeste,37,Bronze,4,8,3,2022,19,0
O008586,C00787,2022-08-19,Alimentos,107.18,SC,Sul,45,Platina,4,8,3,2022,19,0
O008068,C00268,2022-08-19,Brinquedos,200.11,DF,Centro-Oeste,37,Prata,4,8,3,2022,19,0
O001550,C00227,2022-08-19,Alimentos,139.95,PR,Sul,66,Prata,4,8,3,2022,19,0
O005995,C00336,2022-08-19,Esportes,206.8,RS,Sul,50,Prata,4,8,3,2022,19,0
O002526,C00705,2022-08-19,Livros,64.99,SC,Sul,53,Ouro,4,8,3,2022,19,0
O009759,C00633,2022-08-19,Alimentos,30.43,SP,Sudeste,39,Ouro,4,8,3,2022,19,0
O002158,C00468,2022-08-19,Brinquedos,99.62,DF,Centro-Oeste,49,Bronze,4,8,3,2022,19,0
O004096,C00546,2022-08-19,Esportes,225.64,CE,Nordeste,21,Platina,4,8,3,2022,19,0
O008498,C00151,2022-08-19,Esportes,203.86,GO,Centro-Oeste,32,Bronze,4,8,3,2022,19,0
O005103,C00295,2022-08-19,Livros,61.2,MG,Sudeste,18,Prata,4,8,3,2022,19,0
O009253,C00029,2022-08-19,Casa e Jardim,338.58,GO,Centro-Oeste,42,Prata,4,8,3,2022,19,0
O000123,C00511,2022-08-19,Beleza,94.11,SC,Sul,39,Ouro,4,8,3,2022,19,0
O006481,C00022,2022-08-19,Eletrônicos,466.9,GO,Centro-Oeste,55,Ouro,4,8,3,2022,19,0
O007386,C00468,2022-08-19,Beleza,114.39,DF,Centro-Oeste,49,Bronze,4,8,3,2022,19,0
O005824,C00626,2022-08-19,Eletrônicos,1251.27,DF,Centro-Oeste,58,Ouro,4,8,3,2022,19,0
O005858,C00305,2022-08-19,Roupas,82.68,PA,Norte,65,Platina,4,8,3,2022,19,0
O008881,C00010,2022-08-19,Beleza,240.47,AM,Norte,28,Platina,4,8,3,2022,19,0
O000516,C00358,2022-08-19,Casa e Jardim,102.82,AM,Norte,44,Prata,4,8,3,2022,19,0
O004381,C00724,2022-08-20,Roupas,139.8,SC,Sul,58,Platina,5,8,3,2022,20,1
O005274,C00039,2022-08-20,Brinquedos,82.56,DF,Centro-Oeste,69,Ouro,5,8,3,2022,20,1
O007420,C00757,2022-08-20,Casa e Jardim,258.04,AM,Norte,20,Ouro,5,8,3,2022,20,1
O009395,C00086,2022-08-20,Brinquedos,124.79,PE,Nordeste,40,Bronze,5,8,3,2022,20,1
O003466,C00863,2022-08-20,Beleza,10.0,PR,Sul,29,Platina,5,8,3,2022,20,1
O001431,C00389,2022-08-20,Casa e Jardim,169.95,BA,Nordeste,50,Ouro,5,8,3,2022,20,1
O002421,C00718,2022-08-20,Beleza,48.88,DF,Centro-Oeste,30,Bronze,5,8,3,2022,20,1
O000943,C00357,2022-08-20,Livros,10.0,DF,Centro-Oeste,25,Platina,5,8,3,2022,20,1
O001861,C00917,2022-08-20,Brinquedos,143.85,MG,Sudeste,65,Platina,5,8,3,2022,20,1
O007024,C00640,2022-08-20,Brinquedos,63.9,PA,Norte,36,Bronze,5,8,3,2022,20,1
O007465,C00830,2022-08-21,Roupas,750.68,SP,Sudeste,48,Platina,6,8,3,2022,21,1
O004517,C00807,2022-08-21,Beleza,216.46,SC,Sul,35,Ouro,6,8,3,2022,21,1
O005590,C00700,2022-08-21,Livros,91.54,PA,Norte,34,Platina,6,8,3,2022,21,1
O003850,C00687,2022-08-21,Livros,51.62,GO,Centro-Oeste,44,Ouro,6,8,3,2022,21,1
O009443,C00145,2022-08-21,Casa e Jardim,124.79,AM,Norte,22,Ouro,6,8,3,2022,21,1
O002101,C00641,2022-08-21,Brinquedos,187.31,PR,Sul,29,Prata,6,8,3,2022,21,1
O000400,C00243,2022-08-22,Esportes,576.39,DF,Centro-Oeste,21,Platina,0,8,3,2022,22,0
O008531,C00343,2022-08-22,Alimentos,76.21,PR,Sul,20,Bronze,0,8,3,2022,22,0
O000347,C00572,2022-08-22,Casa e Jardim,412.16,GO,Centro-Oeste,61,Platina,0,8,3,2022,22,0
O000403,C00988,2022-08-22,Beleza,37.18,MG,Sudeste,31,Prata,0,8,3,2022,22,0
O000432,C00180,2022-08-22,Esportes,334.02,PR,Sul,62,Ouro,0,8,3,2022,22,0
O001991,C00896,2022-08-22,Brinquedos,175.39,PA,Norte,32,Platina,0,8,3,2022,22,0
O004325,C00653,2022-08-22,Eletrônicos,1728.87,PE,Nordeste,29,Platina,0,8,3,2022,22,0
O007292,C00006,2022-08-22,Casa e Jardim,101.16,SP,Sudeste,38,Bronze,0,8,3,2022,22,0
O000982,C00955,2022-08-22,Roupas,119.85,CE,Nordeste,66,Bronze,0,8,3,2022,22,0
O007343,C00480,2022-08-22,Brinquedos,10.0,RS,Sul,36,Ouro,0,8,3,2022,22,0
O009369,C00912,2022-08-22,Esportes,125.61,PR,Sul,23,Bronze,0,8,3,2022,22,0
O009734,C00939,2022-08-22,Beleza,216.27,SP,Sudeste,36,Prata,0,8,3,2022,22,0
O002585,C00296,2022-08-22,Brinquedos,280.15,RS,Sul,65,Platina,0,8,3,2022,22,0
O002348,C00396,2022-08-23,Beleza,203.7,RS,Sul,35,Prata,1,8,3,2022,23,0
O008149,C00876,2022-08-23,Eletrônicos,396.35,PE,Nordeste,31,Bronze,1,8,3,2022,23,0
O003865,C00059,2022-08-23,Casa e Jardim,362.78,GO,Centro-Oeste,61,Platina,1,8,3,2022,23,0
O005480,C00645,2022-08-23,Roupas,201.41,MG,Sudeste,31,Bronze,1,8,3,2022,23,0
O004372,C00135,2022-08-23,Eletrônicos,974.01,RS,Sul,39,Platina,1,8,3,2022,23,0
O006472,C00824,2022-08-23,Alimentos,60.79,DF,Centro-Oeste,38,Ouro,1,8,3,2022,23,0
O009587,C00486,2022-08-23,Eletrônicos,1506.44,PR,Sul,43,Platina,1,8,3,2022,23,0
O002785,C00027,2022-08-23,Roupas,132.27,CE,Nordeste,39,Ouro,1,8,3,2022,23,0
O009089,C00199,2022-08-23,Eletrônicos,1122.62,SP,Sudeste,56,Ouro,1,8,3,2022,23,0
O003095,C00416,2022-08-23,Livros,10.0,RJ,Sudeste,50,Bronze,1,8,3,2022,23,0
O003927,C00466,2022-08-24,Casa e Jardim,521.35,SC,Sul,23,Platina,2,8,3,2022,24,0
O008291,C00153,2022-08-24,Casa e Jardim,230.18,BA,Nordeste,43,Bronze,2,8,3,2022,24,0
O000383,C00548,2022-08-24,Eletrônicos,1142.39,MG,Sudeste,41,Prata,2,8,3,2022,24,0
O003521,C00618,2022-08-24,Esportes,214.72,GO,Centro-Oeste,49,Prata,2,8,3,2022,24,0
O006635,C00446,2022-08-24,Esportes,255.05,MG,Sudeste,40,Ouro,2,8,3,2022,24,0
O007196,C00700,2022-08-24,Roupas,108.3,PA,Norte,34,Platina,2,8,3,2022,24,0
O002802,C00533,2022-08-24,Esportes,132.88,CE,Nordeste,40,Bronze,2,8,3,2022,24,0
O003306,C00894,2022-08-25,Esportes,239.4,SC,Sul,50,Ouro,3,8,3,2022,25,0
O001015,C00918,2022-08-25,Beleza,92.71,AM,Norte,28,Platina,3,8,3,2022,25,0
O006178,C00671,2022-08-25,Alimentos,96.17,DF,Centro-Oeste,28,Prata,3,8,3,2022,25,0
O008203,C00174,2022-08-25,Roupas,166.85,GO,Centro-Oeste,24,Bronze,3,8,3,2022,25,0
O002281,C00884,2022-08-25,Alimentos,91.71,RJ,Sudeste,67,Bronze,3,8,3,2022,25,0
O000738,C00675,2022-08-25,Esportes,247.7,BA,Nordeste,26,Platina,3,8,3,2022,25,0
O006788,C00466,2022-08-26,Casa e Jardim,20.47,SC,Sul,23,Platina,4,8,3,2022,26,0
O005989,C00241,2022-08-26,Eletrônicos,1382.66,AM,Norte,23,Ouro,4,8,3,2022,26,0
O003595,C00599,2022-08-26,Eletrônicos,1071.35,PE,Nordeste,53,Ouro,4,8,3,2022,26,0
O001756,C00350,2022-08-26,Eletrônicos,281.04,PA,Norte,39,Bronze,4,8,3,2022,26,0
O008850,C00199,2022-08-26,Casa e Jardim,201.16,SP,Sudeste,56,Ouro,4,8,3,2022,26,0
O001896,C00113,2022-08-26,Eletrônicos,3002.91,RS,Sul,25,Platina,4,8,3,2022,26,0
O002522,C00946,2022-08-26,Brinquedos,10.0,SC,Sul,38,Ouro,4,8,3,2022,26,0
O004515,C00696,2022-08-26,Livros,10.0,RS,Sul,62,Bronze,4,8,3,2022,26,0
O000902,C00792,2022-08-26,Alimentos,108.48,CE,Nordeste,52,Prata,4,8,3,2022,26,0
O006366,C00245,2022-08-26,Casa e Jardim,10.95,AM,Norte,34,Ouro,4,8,3,2022,26,0
O005968,C00339,2022-08-26,Roupas,133.3,PE,Nordeste,65,Ouro,4,8,3,2022,26,0
O007076,C00781,2022-08-26,Beleza,150.98,SP,Sudeste,44,Ouro,4,8,3,2022,26,0
O007727,C00810,2022-08-26,Beleza,163.67,PR,Sul,66,Platina,4,8,3,2022,26,0
O007197,C00801,2022-08-26,Roupas,341.97,RJ,Sudeste,47,Ouro,4,8,3,2022,26,0
O000157,C00245,2022-08-27,Casa e Jardim,310.97,AM,Norte,34,Ouro,5,8,3,2022,27,1
O009594,C00994,2022-08-27,Casa e Jardim,10.0,AM,Norte,63,Prata,5,8,3,2022,27,1
O007147,C00816,2022-08-27,Livros,44.67,PR,Sul,44,Prata,5,8,3,2022,27,1
O005010,C00266,2022-08-27,Brinquedos,32.94,PE,Nordeste,20,Bronze,5,8,3,2022,27,1
O007315,C00019,2022-08-27,Eletrônicos,990.49,RJ,Sudeste,41,Bronze,5,8,3,2022,27,1
O003366,C00686,2022-08-27,Roupas,28.01,CE,Nordeste,67,Bronze,5,8,3,2022,27,1
O001270,C00506,2022-08-27,Esportes,497.68,SP,Sudeste,29,Ouro,5,8,3,2022,27,1
O002597,C00182,2022-08-27,Eletrônicos,861.79,AM,Norte,45,Ouro,5,8,3,2022,27,1
O005425,C00011,2022-08-27,Roupas,220.19,RS,Sul,28,Platina,5,8,3,2022,27,1
O006415,C00412,2022-08-27,Livros,10.0,MG,Sudeste,19,Bronze,5,8,3,2022,27,1
O000409,C00345,2022-08-28,Livros,64.72,PR,Sul,50,Platina,6,8,3,2022,28,1
O006854,C00337,2022-08-28,Alimentos,32.94,PE,Nordeste,31,Bronze,6,8,3,2022,28,1
O002507,C00050,2022-08-28,Beleza,126.18,BA,Nordeste,31,Ouro,6,8,3,2022,28,1
O002160,C00106,2022-08-28,Esportes,221.77,AM,Norte,18,Bronze,6,8,3,2022,28,1
O001738,C00478,2022-08-28,Esportes,653.37,DF,Centro-Oeste,59,Platina,6,8,3,2022,28,1
O002141,C00866,2022-08-28,Eletrônicos,603.36,PE,Nordeste,22,Bronze,6,8,3,2022,28,1
O003223,C00803,2022-08-28,Roupas,41.7,PR,Sul,62,Ouro,6,8,3,2022,28,1
O004609,C00310,2022-08-29,Alimentos,88.07,PE,Nordeste,50,Prata,0,8,3,2022,29,0
O009009,C00353,2022-08-29,Casa e Jardim,183.33,RJ,Sudeste,55,Ouro,0,8,3,2022,29,0
O003355,C00023,2022-08-29,Beleza,41.17,PA,Norte,19,Bronze,0,8,3,2022,29,0
O002471,C00210,2022-08-29,Eletrônicos,1202.57,PA,Norte,32,Platina,0,8,3,2022,29,0
O007991,C00803,2022-08-29,Roupas,520.44,PR,Sul,62,Ouro,0,8,3,2022,29,0
O005266,C00832,2022-08-29,Esportes,128.64,PE,Nordeste,55,Ouro,0,8,3,2022,29,0
O003920,C00642,2022-08-29,Beleza,33.13,MG,Sudeste,26,Ouro,0,8,3,2022,29,0
O000144,C00069,2022-08-29,Esportes,106.9,CE,Nordeste,19,Ouro,0,8,3,2022,29,0
O005294,C00959,2022-08-29,Casa e Jardim,583.8,AM,Norte,44,Platina,0,8,3,2022,29,0
O001671,C00960,2022-08-29,Livros,91.09,RS,Sul,26,Bronze,0,8,3,2022,29,0
O000440,C00224,2022-08-29,Casa e Jardim,490.66,SC,Sul,54,Platina,0,8,3,2022,29,0
O001766,C00499,2022-08-29,Esportes,93.43,PE,Nordeste,18,Prata,0,8,3,2022,29,0
O000226,C00754,2022-08-29,Brinquedos,277.12,BA,Nordeste,32,Platina,0,8,3,2022,29,0
O006580,C00538,2022-08-30,Casa e Jardim,115.46,PA,Norte,69,Bronze,1,8,3,2022,30,0
O009693,C00494,2022-08-30,Brinquedos,158.47,RJ,Sudeste,49,Platina,1,8,3,2022,30,0
O001215,C00222,2022-08-30,Eletrônicos,556.26,PR,Sul,20,Bronze,1,8,3,2022,30,0
O007193,C00701,2022-08-30,Brinquedos,61.31,CE,Nordeste,24,Bronze,1,8,3,2022,30,0
O007384,C00902,2022-08-30,Esportes,401.13,RS,Sul,46,Bronze,1,8,3,2022,30,0
O000548,C00093,2022-08-30,Eletrônicos,1297.94,MG,Sudeste,41,Platina,1,8,3,2022,30,0
O000856,C00802,2022-08-30,Brinquedos,155.8,RJ,Sudeste,67,Platina,1,8,3,2022,30,0
O004420,C00365,2022-08-30,Roupas,332.85,RJ,Sudeste,64,Ouro,1,8,3,2022,30,0
O006821,C00951,2022-08-30,Brinquedos,192.54,DF,Centro-Oeste,29,Ouro,1,8,3,2022,30,0
O002746,C00193,2022-08-30,Beleza,10.0,CE,Nordeste,18,Bronze,1,8,3,2022,30,0
O006308,C00820,2022-08-30,Livros,105.33,MG,Sudeste,51,Prata,1,8,3,2022,30,0
O007682,C00615,2022-08-30,Brinquedos,61.73,RS,Sul,49,Prata,1,8,3,2022,30,0
O009462,C00520,2022-08-30,Livros,94.84,BA,Nordeste,69,Prata,1,8,3,2022,30,0
O009241,C00825,2022-08-31,Casa e Jardim,112.79,PA,Norte,65,Prata,2,8,3,2022,31,0
O007268,C00588,2022-08-31,Roupas,87.58,MG,Sudeste,27,Ouro,2,8,3,2022,31,0
O004042,C00391,2022-08-31,Roupas,503.0,PR,Sul,38,Ouro,2,8,3,2022,31,0
O005587,C00326,2022-08-31,Alimentos,117.46,PR,Sul,35,Platina,2,8,3,2022,31,0
O001087,C00841,2022-08-31,Eletrônicos,918.21,MG,Sudeste,38,Prata,2,8,3,2022,31,0
O001609,C00757,2022-08-31,Livros,73.39,AM,Norte,20,Ouro,2,8,3,2022,31,0
O001710,C00387,2022-08-31,Eletrônicos,1181.72,PR,Sul,48,Ouro,2,8,3,2022,31,0
O002241,C00584,2022-08-31,Casa e Jardim,65.61,SC,Sul,43,Platina,2,8,3,2022,31,0
O009846,C00823,2022-08-31,Eletrônicos,619.02,CE,Nordeste,18,Bronze,2,8,3,2022,31,0
O007664,C00244,2022-08-31,Brinquedos,198.88,SC,Sul,28,Platina,2,8,3,2022,31,0
O007824,C00704,2022-08-31,Eletrônicos,1991.17,PR,Sul,21,Ouro,2,8,3,2022,31,0
O002964,C00088,2022-08-31,Livros,37.27,PA,Norte,38,Ouro,2,8,3,2022,31,0
O003655,C00119,2022-08-31,Beleza,115.96,AM,Norte,56,Bronze,2,8,3,2022,31,0
O008697,C00631,2022-09-01,Beleza,149.25,RJ,Sudeste,65,Prata,3,9,3,2022,1,0
O002742,C00559,2022-09-01,Alimentos,10.0,SC,Sul,52,Ouro,3,9,3,2022,1,0
O009799,C00779,2022-09-01,Beleza,159.59,PR,Sul,58,Platina,3,9,3,2022,1,0
O003588,C00053,2022-09-01,Livros,10.0,RS,Sul,43,Platina,3,9,3,2022,1,0
O002321,C00045,2022-09-01,Alimentos,131.48,DF,Centro-Oeste,26,Prata,3,9,3,2022,1,0
O006935,C00771,2022-09-01,Brinquedos,220.55,DF,Centro-Oeste,45,Ouro,3,9,3,2022,1,0
O003504,C00219,2022-09-01,Alimentos,148.14,RS,Sul,29,Bronze,3,9,3,2022,1,0
O004436,C00560,2022-09-01,Beleza,182.5,DF,Centro-Oeste,50,Platina,3,9,3,2022,1,0
O008487,C00059,2022-09-01,Alimentos,73.24,GO,Centro-Oeste,61,Platina,3,9,3,2022,1,0
O006558,C00002,2022-09-01,Roupas,171.29,RS,Sul,46,Prata,3,9,3,2022,1,0
O008392,C00992,2022-09-02,Brinquedos,19.8,PR,Sul,64,Prata,4,9,3,2022,2,0
O002208,C00583,2022-09-02,Beleza,244.97,RJ,Sudeste,34,Ouro,4,9,3,2022,2,0
O009962,C00979,2022-09-02,Roupas,203.34,RJ,Sudeste,31,Ouro,4,9,3,2022,2,0
O005820,C00510,2022-09-02,Esportes,249.06,CE,Nordeste,54,Platina,4,9,3,2022,2,0
O006068,C00883,2022-09-02,Livros,10.0,CE,Nordeste,55,Ouro,4,9,3,2022,2,0
O004686,C00477,2022-09-02,Eletrônicos,479.27,CE,Nordeste,67,Bronze,4,9,3,2022,2,0
O009206,C00555,2022-09-02,Eletrônicos,292.97,DF,Centro-Oeste,37,Bronze,4,9,3,2022,2,0
O000542,C00227,2022-09-02,Eletrônicos,1057.19,PR,Sul,66,Prata,4,9,3,2022,2,0
O005386,C00097,2022-09-02,Beleza,20.56,AM,Norte,58,Ouro,4,9,3,2022,2,0
O001924,C00773,2022-09-03,Roupas,58.03,MG,Sudeste,43,Platina,5,9,3,2022,3,1
O004008,C00879,2022-09-03,Livros,137.46,PR,Sul,68,Platina,5,9,3,2022,3,1
O009705,C00107,2022-09-03,Livros,44.45,RS,Sul,61,Bronze,5,9,3,2022,3,1
O006475,C00174,2022-09-03,Casa e Jardim,98.55,GO,Centro-Oeste,24,Bronze,5,9,3,2022,3,1
O005525,C00482,2022-09-03,Casa e Jardim,292.69,DF,Centro-Oeste,36,Platina,5,9,3,2022,3,1
O009202,C00687,2022-09-04,Roupas,269.67,GO,Centro-Oeste,44,Ouro,6,9,3,2022,4,1
O002774,C00448,2022-09-04,Livros,23.57,PE,Nordeste,68,Bronze,6,9,3,2022,4,1
O004201,C00341,2022-09-04,Alimentos,105.95,MG,Sudeste,25,Bronze,6,9,3,2022,4,1
O000758,C00665,2022-09-04,Brinquedos,50.44,SC,Sul,48,Prata,6,9,3,2022,4,1
O009486,C00791,2022-09-04,Brinquedos,74.12,AM,Norte,63,Bronze,6,9,3,2022,4,1
O001526,C00611,2022-09-04,Casa e Jardim,138.25,RJ,Sudeste,53,Prata,6,9,3,2022,4,1
O005229,C00657,2022-09-04,Esportes,136.16,GO,Centro-Oeste,53,Bronze,6,9,3,2022,4,1
O007364,C00099,2022-09-04,Brinquedos,137.1,PE,Nordeste,32,Platina,6,9,3,2022,4,1
O008059,C00039,2022-09-04,Roupas,10.0,DF,Centro-Oeste,69,Ouro,6,9,3,2022,4,1
O002556,C00231,2022-09-04,Esportes,171.73,SC,Sul,40,Ouro,6,9,3,2022,4,1
O005144,C00672,2022-09-04,Brinquedos,229.4,BA,Nordeste,35,Platina,6,9,3,2022,4,1
O000490,C00297,2022-09-04,Alimentos,56.97,AM,Norte,29,Prata,6,9,3,2022,4,1
O008210,C00656,2022-09-05,Roupas,65.8,PE,Nordeste,38,Prata,0,9,3,2022,5,0
O009219,C00923,2022-09-05,Casa e Jardim,334.99,GO,Centro-Oeste,48,Prata,0,9,3,2022,5,0
O002798,C00382,2022-09-05,Eletrônicos,881.23,DF,Centro-Oeste,54,Platina,0,9,3,2022,5,0
O005919,C00012,2022-09-05,Casa e Jardim,342.83,GO,Centro-Oeste,41,Ouro,0,9,3,2022,5,0
O004426,C00708,2022-09-05,Alimentos,130.95,RJ,Sudeste,36,Prata,0,9,3,2022,5,0
O008121,C00611,2022-09-05,Livros,109.01,RJ,Sudeste,53,Prata,0,9,3,2022,5,0
O000609,C00407,2022-09-05,Beleza,173.27,DF,Centro-Oeste,39,Platina,0,9,3,2022,5,0
O000991,C00159,2022-09-05,Alimentos,122.74,DF,Centro-Oeste,66,Ouro,0,9,3,2022,5,0
O007201,C00418,2022-09-05,Eletrônicos,10.0,PA,Norte,60,Ouro,0,9,3,2022,5,0
O003129,C00972,2022-09-05,Casa e Jardim,220.67,RJ,Sudeste,25,Prata,0,9,3,2022,5,0
O001334,C00494,2022-09-06,Beleza,215.85,RJ,Sudeste,49,Platina,1,9,3,2022,6,0
O009233,C00200,2022-09-06,Alimentos,56.04,SC,Sul,23,Bronze,1,9,3,2022,6,0
O006386,C00932,2022-09-06,Brinquedos,89.04,SP,Sudeste,49,Ouro,1,9,3,2022,6,0
O003083,C00997,2022-09-06,Beleza,229.5,RS,Sul,62,Ouro,1,9,3,2022,6,0
O004169,C00805,2022-09-06,Eletrônicos,476.43,SC,Sul,50,Bronze,1,9,3,2022,6,0
O004401,C00609,2022-09-06,Eletrônicos,173.86,AM,Norte,52,Ouro,1,9,3,2022,6,0
O001958,C00824,2022-09-06,Beleza,114.28,DF,Centro-Oeste,38,Ouro,1,9,3,2022,6,0
O008258,C00896,2022-09-06,Alimentos,43.27,PA,Norte,32,Platina,1,9,3,2022,6,0
O008787,C00666,2022-09-07,Casa e Jardim,241.42,RJ,Sudeste,22,Prata,2,9,3,2022,7,0
O003367,C00270,2022-09-07,Brinquedos,10.43,PE,Nordeste,24,Platina,2,9,3,2022,7,0
O001698,C00426,2022-09-07,Esportes,110.47,GO,Centro-Oeste,42,Bronze,2,9,3,2022,7,0
O008097,C00563,2022-09-07,Casa e Jardim,425.13,RS,Sul,60,Platina,2,9,3,2022,7,0
O001419,C00655,2022-09-07,Casa e Jardim,134.48,CE,Nordeste,69,Bronze,2,9,3,2022,7,0
O004183,C00300,2022-09-07,Esportes,291.48,BA,Nordeste,49,Ouro,2,9,3,2022,7,0
O005644,C00063,2022-09-07,Eletrônicos,10.0,RJ,Sudeste,31,Prata,2,9,3,2022,7,0
O005719,C00834,2022-09-07,Livros,63.8,RS,Sul,40,Prata,2,9,3,2022,7,0
O001427,C00083,2022-09-08,Esportes,10.0,PA,Norte,32,Prata,3,9,3,2022,8,0
O007140,C00404,2022-09-08,Brinquedos,74.78,PR,Sul,67,Bronze,3,9,3,2022,8,0
O006670,C00058,2022-09-08,Alimentos,27.53,AM,Norte,24,Platina,3,9,3,2022,8,0
O002412,C00103,2022-09-08,Beleza,184.19,GO,Centro-Oeste,24,Prata,3,9,3,2022,8,0
O009301,C00599,2022-09-08,Beleza,95.63,PE,Nordeste,53,Ouro,3,9,3,2022,8,0
O004011,C00217,2022-09-08,Casa e Jardim,259.11,SC,Sul,66,Ouro,3,9,3,2022,8,0
O009276,C00208,2022-09-08,Beleza,118.18,BA,Nordeste,61,Bronze,3,9,3,2022,8,0
O006715,C00288,2022-09-08,Alimentos,127.65,PA,Norte,24,Platina,3,9,3,2022,8,0
O004308,C00362,2022-09-08,Roupas,110.88,PE,Nordeste,47,Platina,3,9,3,2022,8,0
O002755,C00597,2022-09-08,Beleza,260.15,SP,Sudeste,28,Ouro,3,9,3,2022,8,0
O003960,C00792,2022-09-08,Eletrônicos,501.3,CE,Nordeste,52,Prata,3,9,3,2022,8,0
O008719,C00185,2022-09-08,Brinquedos,154.62,PR,Sul,61,Bronze,3,9,3,2022,8,0
O006315,C00454,2022-09-09,Esportes,226.5,BA,Nordeste,59,Ouro,4,9,3,2022,9,0
O003272,C00177,2022-09-09,Esportes,110.37,MG,Sudeste,45,Ouro,4,9,3,2022,9,0
O002826,C00665,2022-09-09,Livros,123.79,SC,Sul,48,Prata,4,9,3,2022,9,0
O003905,C00773,2022-09-09,Roupas,28.26,MG,Sudeste,43,Platina,4,9,3,2022,9,0
O000505,C00770,2022-09-10,Alimentos,122.05,PE,Nordeste,25,Platina,5,9,3,2022,10,1
O004894,C00484,2022-09-10,Roupas,459.13,RS,Sul,43,Ouro,5,9,3,2022,10,1
O004187,C00488,2022-09-10,Alimentos,102.57,RJ,Sudeste,26,Bronze,5,9,3,2022,10,1
O007238,C00007,2022-09-10,Beleza,292.19,RJ,Sudeste,56,Prata,5,9,3,2022,10,1
O006487,C00425,2022-09-10,Beleza,85.32,PR,Sul,67,Bronze,5,9,3,2022,10,1
O004123,C00423,2022-09-10,Eletrônicos,1590.32,PE,Nordeste,43,Platina,5,9,3,2022,10,1
O000897,C00892,2022-09-10,Beleza,97.31,PA,Norte,69,Ouro,5,9,3,2022,10,1
O008093,C00602,2022-09-10,Casa e Jardim,347.08,DF,Centro-Oeste,53,Ouro,5,9,3,2022,10,1
O003299,C00609,2022-09-10,Livros,82.46,AM,Norte,52,Ouro,5,9,3,2022,10,1
O002841,C00832,2022-09-10,Beleza,226.27,PE,Nordeste,55,Ouro,5,9,3,2022,10,1
O007541,C00979,2022-09-10,Casa e Jardim,68.43,RJ,Sudeste,31,Ouro,5,9,3,2022,10,1
O005262,C00075,2022-09-10,Livros,92.33,BA,Nordeste,43,Prata,5,9,3,2022,10,1
O005134,C00567,2022-09-10,Alimentos,48.91,GO,Centro-Oeste,18,Ouro,5,9,3,2022,10,1
O005661,C00847,2022-09-11,Roupas,177.97,PR,Sul,62,Bronze,6,9,3,2022,11,1
O004554,C00562,2022-09-11,Alimentos,41.85,PE,Nordeste,68,Ouro,6,9,3,2022,11,1
O000904,C00311,2022-09-11,Esportes,484.04,PR,Sul,41,Platina,6,9,3,2022,11,1
O002714,C00170,2022-09-11,Eletrônicos,950.77,RJ,Sudeste,46,Prata,6,9,3,2022,11,1
